Date,Open,High,Low,Close,Adj Close,Volume
"May 23, 2025",529.43,534.81,529.11,532.4,529.25,"6,455,900"
"May 22, 2025",535.6,539.23,534.44,536.02,532.85,"5,816,600"
"May 21, 2025",540.91,544.69,534.82,535.77,532.6,"6,339,500"
"May 20, 2025",545.22,546.06,541.99,544.88,541.65,"7,158,200"
"May 19, 2025",540.63,547.45,540.58,546.82,543.58,"7,766,100"
"May 16, 2025",543.47,546.47,541.7,546.26,543.03,"7,255,300"
"May 15, 2025",538.26,543.25,537.84,542.76,539.55,"7,362,200"
"May 14, 2025",540.37,541.42,538.24,540.11,536.91,"5,031,300"
"May 13, 2025",536.33,541.48,535.78,539.44,536.25,"7,356,800"
"May 12, 2025",534.5,535.92,530.39,535.92,532.75,"7,793,600"
"May 9, 2025",520.69,521.63,517.36,518.65,515.58,"4,739,500"
"May 8, 2025",519.54,524.23,516.35,519.34,516.27,"5,088,200"
"May 7, 2025",514.92,518.18,511.1,515.9,512.85,"5,460,000"
"May 6, 2025",512.89,517.83,511.94,513.58,510.54,"4,694,300"
"May 5, 2025",517.08,520.85,516.27,517.99,514.92,"4,793,500"
"May 2, 2025",519.12,522.41,516.89,520.71,517.63,"6,285,400"
"May 1, 2025",515.13,518.44,512.77,513.35,510.31,"5,784,500"
"Apr 30, 2025",503.26,511.5,497.76,509.74,506.72,"7,873,700"
"Apr 29, 2025",504.54,510.55,504.26,509.49,506.47,"6,525,500"
"Apr 28, 2025",506.81,508.74,500.96,506.42,503.42,"4,210,000"
"Apr 25, 2025",502.44,506.52,499.75,506.11,503.11,"6,933,400"
"Apr 24, 2025",493.26,503,492.22,502.41,499.44,"6,184,300"
"Apr 23, 2025",496.69,501.18,490.7,492.07,489.16,"8,047,600"
"Apr 22, 2025",478.07,486.48,477.19,484.29,481.42,"6,236,300"
"Apr 21, 2025",479.02,479.49,467.33,472.37,469.57,"7,762,500"
"Apr 17, 2025",484.79,488.16,481.5,483.9,481.03,"5,638,900"
"Apr 16, 2025",488.65,491.77,478.23,483.23,480.37,"6,374,900"
"Apr 15, 2025",496.03,499.27,493.42,494.09,491.16,"8,200,600"
"Apr 14, 2025",500.05,500.26,490.69,495.48,492.55,"7,701,500"
"Apr 11, 2025",480.69,493,478,490.55,487.65,"11,541,200"
"Apr 10, 2025",489.15,490.3,468.33,482.06,479.21,"16,651,300"
"Apr 9, 2025",453.49,502.06,453.16,499.1,496.14,"29,286,600"
"Apr 8, 2025",479.68,482.49,449.6,456.74,454.04,"19,002,700"
"Apr 7, 2025",449.54,480.76,442.8,463.56,460.82,"31,285,300"
"Apr 4, 2025",481.28,483.3,464.24,465.52,462.76,"30,966,500"
"Apr 3, 2025",501,503.66,493.5,494.16,491.23,"16,226,000"
"Apr 2, 2025",510.14,521.49,509.93,518.91,515.84,"6,308,600"
"Apr 1, 2025",512.36,517.35,508.88,515.8,512.75,"7,697,000"
"Mar 31, 2025",505.31,515.33,502.64,513.91,510.87,"8,196,700"
"Mar 28, 2025",519.76,520.46,510.16,510.8,507.78,"5,831,800"
"Mar 27, 2025",521.29,524.68,519.23,521.21,518.12,"5,534,900"
"Mar 26, 2025",530.56,531.41,523.1,524.46,519.55,"4,410,200"
"Mar 25, 2025",530.59,531.6,529.11,530.65,525.69,"6,260,200"
"Mar 24, 2025",526.48,530.39,525.88,529.39,524.44,"22,376,300"
"Mar 21, 2025",515.79,520.95,514.66,520.26,515.39,"5,059,000"
"Mar 20, 2025",517.96,524.62,517.32,520.13,515.26,"6,029,700"
"Mar 19, 2025",517.54,524.96,516.42,521.33,516.45,"5,373,900"
"Mar 18, 2025",519.32,519.52,514.07,515.91,511.08,"6,010,600"
"Mar 17, 2025",517.45,523.84,517.08,521.41,516.53,"6,269,800"
"Mar 14, 2025",511.28,518.42,510.84,517.46,512.62,"7,412,300"
"Mar 13, 2025",513.51,514.06,505.42,507.05,502.31,"21,650,000"
"Mar 12, 2025",516.89,517.74,509.1,513.76,508.95,"8,590,600"
"Mar 11, 2025",514.33,517.53,507.53,511.28,506.5,"11,208,900"
"Mar 10, 2025",521.9,523.7,510.83,515.51,510.69,"11,176,900"
"Mar 7, 2025",524.9,530.88,520.13,529.51,524.56,"7,308,300"
"Mar 6, 2025",529.19,533.43,524.22,526.67,521.74,"7,228,900"
"Mar 5, 2025",530.25,537.79,526.93,536.4,531.38,"6,221,700"
"Mar 4, 2025",533.06,538.28,526.16,530.45,525.49,"10,477,400"
"Mar 3, 2025",548.2,549.29,533.25,536.92,531.9,"7,290,000"
"Feb 28, 2025",538.42,546.89,535.58,546.33,541.22,"7,328,100"
"Feb 27, 2025",548.83,549.88,537.6,537.97,532.94,"5,521,400"
"Feb 26, 2025",548.01,551.35,544.25,546.75,541.63,"4,180,800"
"Feb 25, 2025",549.18,549.77,542.17,546.41,541.3,"5,491,500"
"Feb 24, 2025",553.61,554.51,548.51,549.14,544,"4,772,300"
"Feb 21, 2025",561.1,561.2,551.27,551.75,546.59,"6,148,700"
"Feb 20, 2025",562.39,562.48,558.22,561.3,556.05,"4,446,800"
"Feb 19, 2025",561.02,563.92,560.53,563.67,558.4,"3,857,600"
"Feb 18, 2025",561.8,562.31,559.49,562.31,557.05,"3,844,900"
"Feb 14, 2025",560.9,561.86,560.07,560.69,555.44,"3,380,600"
"Feb 13, 2025",555.87,560.88,554.7,560.67,555.42,"3,388,500"
"Feb 12, 2025",551,555.92,550.39,554.81,549.62,"3,579,500"
"Feb 11, 2025",554.1,557.12,553.99,556.65,551.44,"2,752,900"
"Feb 10, 2025",555.44,556.78,554.24,556.15,550.95,"3,517,600"
"Feb 7, 2025",558.1,559.2,551.79,552.2,547.03,"10,161,600"
"Feb 6, 2025",557.29,557.65,554.19,557.62,552.4,"3,606,300"
"Feb 5, 2025",552.34,555.73,550.41,555.62,550.42,"3,424,200"
"Feb 4, 2025",549.7,553.83,549.23,553.35,548.17,"4,181,400"
"Feb 3, 2025",544.99,551.96,542.98,549.7,544.56,"7,824,000"
"Jan 31, 2025",558.62,560.89,552.71,553.33,548.15,"6,233,900"
"Jan 30, 2025",555.37,557.78,552.38,556.3,551.1,"4,296,500"
"Jan 29, 2025",555.17,555.5,550.97,553.41,548.23,"4,174,500"
"Jan 28, 2025",552.3,556.65,549.22,555.85,550.65,"4,164,700"
"Jan 27, 2025",546.93,551.39,546.83,551.23,546.07,"7,617,400"
"Jan 24, 2025",560.76,561.66,558.02,559.01,553.78,"3,612,100"
"Jan 23, 2025",557.04,560.7,556.8,560.7,555.45,"6,217,900"
"Jan 22, 2025",557.19,558.93,556.73,557.61,552.39,"4,780,000"
"Jan 21, 2025",552.32,554.46,550.5,554.46,549.27,"5,301,700"
"Jan 17, 2025",548.92,551.12,547.68,549.46,544.32,"6,558,700"
"Jan 16, 2025",546.35,546.51,543.39,544.24,539.15,"3,632,800"
"Jan 15, 2025",542.84,546.13,541.76,545.05,539.95,"5,307,300"
"Jan 14, 2025",537.32,537.91,531.81,535.26,530.25,"8,820,000"
"Jan 13, 2025",529.4,534.91,529.02,534.58,529.58,"5,621,000"
"Jan 10, 2025",538.71,538.75,532,533.89,528.9,"7,935,200"
"Jan 8, 2025",541.32,543,538.08,542.14,537.07,"4,317,000"
"Jan 7, 2025",549.32,549.6,539.56,541.41,536.34,"5,383,200"
"Jan 6, 2025",548.28,551.43,545.82,547.57,542.45,"5,983,400"
"Jan 3, 2025",540.19,544.88,539.2,544.4,539.31,"6,416,300"
"Jan 2, 2025",542.02,543.54,533.79,537.46,532.43,"7,142,700"
"Dec 31, 2024",542.45,543.07,537.4,538.81,533.77,"6,040,800"
"Dec 30, 2024",540.56,544.09,537.4,540.99,535.93,"6,505,100"
"Dec 27, 2024",549.37,549.62,543.2,547.08,541.96,"7,077,100"
"Dec 26, 2024",551.2,553.97,549.92,552.81,547.64,"4,492,000"
"Dec 24, 2024",548.06,552.9,547.54,552.82,547.65,"3,439,300"
"Dec 23, 2024",543.31,547.36,540.32,547.19,542.07,"7,063,400"
"Dec 20, 2024",536.61,549.54,535.85,545.04,538.22,"9,389,400"
"Dec 19, 2024",543.69,545.1,538.65,538.94,532.19,"16,792,100"
"Dec 18, 2024",555.3,557.53,538.53,539.14,532.39,"24,584,900"
"Dec 17, 2024",555.47,556.39,554.29,555.45,548.5,"6,110,900"
"Dec 16, 2024",557.13,558.8,556.42,557.79,550.81,"22,846,800"
"Dec 13, 2024",557.51,558.16,554.2,555.61,548.66,"4,666,900"
"Dec 12, 2024",557.67,558.2,555.62,555.65,548.7,"4,048,600"
"Dec 11, 2024",556.92,559.39,556.66,558.53,551.54,"3,514,400"
"Dec 10, 2024",556.58,556.88,553.57,554.33,547.39,"4,110,100"
"Dec 9, 2024",558.71,558.87,555.38,555.91,548.95,"4,412,300"
"Dec 6, 2024",558.47,559.96,558.08,558.82,551.83,"5,134,900"
"Dec 5, 2024",558.63,559.41,557.46,557.71,550.73,"3,021,600"
"Dec 4, 2024",556.83,558.88,556.17,558.64,551.65,"5,490,300"
"Dec 3, 2024",554.8,555.43,553.79,555.14,548.19,"4,202,900"
"Dec 2, 2024",554.36,555.57,553.89,555.01,548.06,"5,441,000"
"Nov 29, 2024",551.29,554.7,551.07,553.45,546.52,"3,988,700"
"Nov 27, 2024",552.04,552.38,549.11,550.55,543.66,"3,312,200"
"Nov 26, 2024",550.5,552.82,549.85,552.31,545.4,"4,438,600"
"Nov 25, 2024",551.2,552.38,547.2,549.23,542.36,"4,305,000"
"Nov 22, 2024",545.82,548.05,545.37,547.47,540.62,"5,574,600"
"Nov 21, 2024",545.58,547.07,540.04,545.64,538.81,"4,530,600"
"Nov 20, 2024",542.78,543.07,537.44,542.9,536.11,"3,949,100"
"Nov 19, 2024",537.5,543.37,536.9,542.7,535.91,"6,978,400"
"Nov 18, 2024",538.92,541.93,538.15,540.73,533.96,"4,494,500"
"Nov 15, 2024",542.13,542.57,536.75,538.5,531.76,"7,360,100"
"Nov 14, 2024",549.1,549.57,544.88,545.54,538.71,"3,940,300"
"Nov 13, 2024",549.16,550.88,546.97,549.03,542.16,"3,701,600"
"Nov 12, 2024",550.39,550.94,546.43,548.75,541.88,"4,818,600"
"Nov 11, 2024",551.43,551.73,548.85,550.4,543.51,"4,893,100"
"Nov 8, 2024",548.07,551.24,548.06,549.95,543.07,"6,798,000"
"Nov 7, 2024",545.22,548.48,545.15,547.53,540.68,"6,051,300"
